id,text,char_count,word_count,sentence_type,style,quality_score,source
02214,নেহাত আত্রেয়ী সেনের মতো আর্টিস্ট আছে।,38,6,statement,literary,80.0,12k.txt
02215,নইলে … কী ব্যাপার অমিতাভবাবু!,29,5,exclamation,literary,80.0,12k.txt
02216,মাথায় কাঁচা-পাকা চুলটা বেশ পাতলা হয়ে এসেছে।,45,7,statement,literary,80.0,12k.txt
02217,হাউসের ম্যানেজার অমিতাভ মল্লিকের।,33,4,statement,literary,80.0,12k.txt
02218,ওসির হেঁড়ে গলার কড়কানিতে একটু কেঁপে উঠল অমিতাভ।,49,8,statement,literary,80.0,12k.txt
02219,কাজ শেষ না হলে আমরা কাউকেই পেমেন্ট করি না স্যার।,48,10,statement,literary,80.0,12k.txt
02220,আজ বোধহয় একটু বেশিই পড়েছে।,28,5,statement,literary,80.0,12k.txt
02221,তন্ময়ের ঘরের কয়েকটা ঘর পরেই ছাদে ওঠার সিঁড়ি।,47,8,statement,literary,80.0,12k.txt
02222,সব ভুলে আবার মাথা ঠান্ডা করে কাজ করতে হয়।,42,9,statement,literary,80.0,12k.txt
02223,কবজায় জং পড়ে শক্ত হয়ে গেছে।,30,6,statement,literary,80.0,12k.txt
02224,চোখদুটো অসম্ভব ভারী হয়ে এল।,28,5,statement,literary,80.0,12k.txt
02225,পারছি আপনি আমার চেয়ে যথেষ্ট সিনিয়র।,37,6,statement,literary,80.0,12k.txt
02226,কৃষ্ণপদ নিজের ভুল বুঝতে পেরে আর কথা বাড়ালেন না।,48,9,statement,literary,80.0,12k.txt
02227,সেই পোশাক পরেই মিহির দাঁড়িয়ে আছে।,35,6,statement,literary,80.0,12k.txt
02228,টেনশনেই হয়তো মুখ ফসকে বলে ফেলে ভানু।,37,7,statement,literary,80.0,12k.txt
02229,চোখ ফেটে জল ঝরে পড়ে মৃন্ময়ীর।,31,6,statement,literary,80.0,12k.txt
02230,সরু করিডরটায় দু-তিনটে টিউবলাইট জ্বলছে।,39,5,statement,literary,80.0,12k.txt
02231,পট করে হাত সরিয়ে দু-পাশে ঘাড় নাড়ল মিহির।,43,8,statement,literary,80.0,12k.txt
02232,ভাবতেই ভেতর থেকে লজ্জায় কুঁকড়ে এল মৃন্ময়ী।,45,7,statement,literary,80.0,12k.txt
02233,এখানে থাকলে এই কৃষ্ণপদ দাদাভাইকে ছিঁড়ে খাবে।,45,7,statement,literary,80.0,12k.txt
02234,স্বামীকে আসামির ঘরে দেখে এর নির্ঘাত মাথা গেছে।,46,8,statement,literary,80.0,12k.txt
02235,এদিকে মৃন্ময়ী কিছুতেই সায়নের কথা মানবে না।,44,7,statement,literary,80.0,12k.txt
02236,মনে হয় কালো অথবা ছাই রঙের পোশাক ছিল গায়ে।,43,9,statement,literary,80.0,12k.txt
02237,একটু লজ্জাতেই পড়ল মৃন্ময়ী।,28,4,statement,literary,80.0,12k.txt
02238,মৃন্ময়ী সবার থেকে একটু তফাতে দাঁড়িয়ে।,40,6,statement,literary,80.0,12k.txt
02239,শুধু মাঝে মাঝে একটা করে দীর্ঘশ্বাস ছাড়ছে।,42,7,statement,literary,80.0,12k.txt
02240,এসব কিচ্ছু দেখার নেই তার।,25,5,statement,literary,80.0,12k.txt
02241,সায়ন আরও একবার ঝুঁকে নীচের দিকে তাকিয়ে দেখল।,46,8,statement,literary,80.0,12k.txt
02242,মৃন্ময়ী একটু তফাতেই দাঁড়িয়েছিল।,34,4,statement,literary,80.0,12k.txt
02243,দেখে মাটিতে অচৈতন্য হয়ে লুটিয়ে আছে মৃন্ময়ী।,46,7,statement,literary,80.0,12k.txt
02244,এবার বেশ বিচলিত দেখাল মৃন্ময়ীকে।,33,5,statement,literary,80.0,12k.txt
02245,মৃন্ময়ীর ভেতরে ছটফটানিটা আরও বেড়ে গেল।,40,6,statement,literary,80.0,12k.txt
02246,আপনার অফিস থেকেও এখনও তেমন কোনো স্টেপ নেয়নি।,45,8,statement,literary,80.0,12k.txt
02247,বাওয়া আপনি তো মশাই একশো বছর বাঁচবেন।,37,7,statement,literary,80.0,12k.txt
02248,পুলিশের গাড়ির জানলায় মাথা হেলিয়ে আছে মৃন্ময়ী।,49,7,statement,literary,80.0,12k.txt
02249,মৃন্ময়ীর মুখটা আবার শুকিয়ে গেল।,33,5,statement,literary,80.0,12k.txt
02250,মৃন্ময়ীর চোখদুটো এবার চকচক করে উঠেছে নিজে থেকেই।,49,8,statement,literary,80.0,12k.txt
02251,শিশুর মতো অসহায় লাগছে মৃন্ময়ীকে।,34,5,statement,literary,80.0,12k.txt
02252,পায়ের ওপর পা তুলে জমিয়ে দুই কি তিন গাল খেয়েছে।,49,10,statement,literary,80.0,12k.txt
02253,অমনি ভেতর থেকে এক কনস্টেবল দৌড়োতে দৌড়োতে এল।,46,8,statement,literary,80.0,12k.txt
02254,চোখ কপালে তুলে এসে দাঁড়ান লক-আপের সামনে।,41,7,statement,literary,80.0,12k.txt
02255,ফুসফুস ফাটিয়ে চিৎকার করে উঠলেন কৃষ্ণপদ ঘোড়ুই।,47,7,statement,literary,80.0,12k.txt
02256,শাওয়ারের তলায় দাঁড়িয়েও আনমনা হয়ে ছিল বৃষভানু।,50,7,statement,literary,80.0,12k.txt
02257,কোনো এক গোপন কথা জানাবে বলে ভানু কথা দিয়েছে তাকে।,50,10,statement,literary,80.0,12k.txt
02258,কোমর থেকে গামছাটা খুলে একটা হাফপ্যান্ট পরে নেয়।,48,8,statement,literary,80.0,12k.txt
02259,দরজার বাইরে মুখ বাড়িয়ে গলিটার এপাশ-ওপাশ দেখে।,47,7,statement,literary,80.0,12k.txt
02260,টেনশনে থানার মধ্যেই পায়চারি করছেন কৃষ্ণপদ।,43,6,statement,literary,80.0,12k.txt
02261,আমি স্যার ঠিক বুঝতে পারছি না কী বলব।,36,8,statement,literary,80.0,12k.txt
02262,কৃষ্ণপদ ওপার থেকে ভানুর নাম ধরে ডেকেই চলে।,42,8,statement,literary,80.0,12k.txt
02263,গলার মধ্যে বসে যাওয়া আততায়ীর হাতটা উঠে আসে।,45,8,statement,literary,80.0,12k.txt
02264,সায়নের মা-ও মৃন্ময়ীকে বাড়ি যেতে দিল না।,42,7,statement,literary,80.0,12k.txt
02265,বুকটা ছ্যাঁৎ করে উঠেছিল মৃন্ময়ীর।,34,5,statement,literary,80.0,12k.txt
02266,দুজনকেই হাত দেখিয়ে চুপ করতে বলে সায়ন।,39,7,statement,literary,80.0,12k.txt
02267,কৃষ্ণপদ কী যে বলে চলেছেন সে কেবল সায়নই জানে।,45,9,statement,literary,80.0,12k.txt
02268,বেশ কয়েকজন রিপোর্টারও এসে গেছে।,32,5,statement,literary,80.0,12k.txt
02269,চোখের জলটা দু-হাতে মুছে সায়নের দিকে তাকায়।,44,7,statement,literary,80.0,12k.txt
02270,আমি ভয়ে পেয়ে বাইরে এসে খুন খুন বলে চিৎকার করি।,48,10,statement,literary,80.0,12k.txt
02271,তেঁতুলের মুখটা নিমেষে পাংশুবর্ণ হয়ে যায়।,42,6,statement,literary,80.0,12k.txt
02272,সায়নের ভ্রূ দুটো কুঁচকে যায়।,30,5,statement,literary,80.0,12k.txt
02273,তারপর যেই সামনের দিকে তাকায় দ্যাখে লোকটা উধাও।,47,8,statement,literary,80.0,12k.txt
02274,মিহিরের গায়ে মেরুন রঙের টি-শার্টই তো ছিল।,42,7,statement,literary,80.0,12k.txt
02275,অন্যান্য কনস্টেবল তেঁতুলকে ধরে গাড়িতে তোলে।,44,6,statement,literary,80.0,12k.txt
